Fiber Volume Fraction,Fabric thickness,Ply.1.ply_angle,Ply.2.ply_angle,Ply.3.ply_angle,Ply.4.ply_angle,Ply.5.ply_angle,Ply.6.ply_angle,Force X Component [N],E1,E2,E3,G12,G23,G31,ν12,ν13,ν23,Total Deformation Maximum [mm],Equivalent Stress Maximum [MPa],Equivalent Elastic Strain Maximum,Inverse Reserve Factor Maximum
0.5108484485919076,0.15250356212292004,45,-45,-90,-45,-90,0,2001.6689340903347,153439.67354362094,9414.864477001698,7607.139113759945,3621.10172192373,2817.458931022202,2881.4920885454335,0.2736159664985099,0.2587659900558799,0.3920389831500037,0.1645505421493196,238.38070250728137,0.0015535793123250669,0.2979758781341017
0.5549512863264476,0.2222301414994733,45,-90,-45,45,0,45,1924.1095282767437,158561.20931443488,9642.343555155308,7881.282555924624,3708.593675059734,2918.993539231342,2985.3343014866,0.2694321744231236,0.26257616149303054,0.3879184917779098,0.1495716244956594,225.33618544308663,0.0014211305931467362,0.2816702318038583
0.5363890037284231,0.28478789356584755,-90,0,-45,0,0,90,3982.9778928230407,155579.3083711357,9599.451384290322,7537.116579764892,3692.096686265508,2791.524659172182,2854.968401426095,0.3272796325079443,0.22753214321674048,0.3456894554982428,0.30132901130822926,471.6777567981468,0.0030317512125259977,0.5895971959976835
0.5082458280396084,0.1261102761454438,0,0,45,-45,45,45,734.3258279957138,151976.9515355823,9104.733211792949,7360.581392952239,3501.8204660742113,2726.141256648977,2788.0990124819086,0.3196987654758986,0.2231457195246026,0.34108999049918065,0.04567420182861395,87.00882767073062,0.0005725133106802664,0.10876103458841328
0.572370578944476,0.24553564810443118,-90,45,90,90,-90,-45,557.6974227977262,160253.29434599652,9795.898151718076,7886.1247589271015,3767.653135276183,2920.7869477507784,2987.1684692905687,0.2914979810648345,0.2895475604189077,0.3555009086474851,0.046552063644473,66.41651013989508,0.0004144470814840027,0.08302063767486885
0.4778987721304084,0.17352282132705912,-45,45,45,45,-45,0,4079.949763669916,146662.54925610882,8697.776601947735,7252.751661865242,3345.298693056821,2686.204319209349,2747.2544173731976,0.253073473945785,0.2638428892011181,0.3243454011971766,0.3266764171248959,494.0414672522945,0.0033685591158624743,0.6175518340653682
0.5084289297070437,0.2863913151677755,90,0,0,-45,0,-90,2647.1586919507217,150776.39463089086,9075.884199680191,7407.360714265614,3490.7246921846886,2743.4669312094866,2805.8184523733385,0.26150714714650525,0.275221506805463,0.3052184991966363,0.2032906357852073,317.950136834863,0.0021087527501451597,0.39743767104357874
0.5232723686587384,0.29479048412976616,45,-90,90,45,0,90,1088.9651234910918,151742.8388202906,9369.815284748973,7415.3516549254655,3603.7751095188355,2746.4265388612835,2808.8453238354036,0.3056227990408807,0.2757661247622416,0.39392241361712066,0.07731418417585073,132.18067032938762,0.0008710834155800228,0.16522583791173454
0.5412139968434072,0.28996796804041813,45,0,-90,45,0,-90,1560.0467056752557,157100.46260703474,9700.759652257371,7614.435359695691,3731.0614047143736,2820.161244331737,2884.255818066549,0.27850412378404116,0.24773758133333015,0.31866989848771726,0.11851248046772583,188.35951252370035,0.0011989749068712537,0.23544939065462545
0.6070351922786028,0.2053585589983435,90,90,90,90,-45,45,4696.267788938221,166730.66905425955,10338.374434496181,8397.859307615812,3976.2978594216083,3110.3182620799303,3181.007313490838,0.32364731916659717,0.26758925108294906,0.3198400729245716,0.33779359412458126,543.6948244281692,0.0032609167078387563,0.6796185305352115
0.48993475643167195,0.27516767717807644,45,-45,0,0,90,-90,4367.76339031204,148154.02378640044,9057.278728991327,7401.424549503505,3483.568741919741,2741.2683516679645,2803.5699051149636,0.33499550093322045,0.26707602216677023,0.3472460328853948,0.3563955554225704,528.089038475129,0.0035644596412480567,0.6601112980939112
0.5528468876827224,0.27201889173631266,0,-90,45,-90,45,-45,3694.0327260078766,156640.26061411435,9489.444191548215,7959.021776762851,3649.786227518544,2947.7858432455,3014.7809760465343,0.32056369252749184,0.2588427221227857,0.3491613344840331,0.27312856262123,434.77188145057124,0.002775607495455069,0.543464851813214
0.5684829137724086,0.177438085183786,-45,90,0,90,45,90,2670.0135365179694,163344.36675522957,9759.600388946797,8007.190071758154,3753.6924572872294,2965.6259525030196,3033.026542332634,0.2777545422995557,0.302067538340107,0.30184342097007416,0.17786812694124526,315.4576260776214,0.001931242762416977,0.39432203259702675
0.45929008254399956,0.2692047853471219,-90,45,-45,0,45,45,2841.4563178612357,144801.4844866191,8402.835610396844,6903.29575863968,3231.859850152632,2556.776206903585,2614.8847570604844,0.31886864292314243,0.2651164003687596,0.31479547387739704,0.24566021664357582,347.7247945438984,0.0024013897079627738,0.43465599317987297
0.5715089703802877,0.12666137424878868,-90,0,-45,45,45,-90,4888.600408777814,162887.669087104,9905.274333194682,7554.599074383094,3809.72089738257,2797.999657178924,2861.5905584784446,0.27514416734706837,0.28036445245059877,0.3378154818560742,0.3449947464709375,574.6657297199295,0.0035279879253022374,0.7183321621499118
0.4841048247374583,0.22732857812676954,90,-45,0,45,45,-45,4845.966997479292,146998.6049043308,8755.414139072587,7192.602625494112,3367.46697656638,2663.926898331152,2724.4706914750423,0.25671000877656336,0.3095520120380826,0.3683730693510539,0.39899206673291876,584.7852791695552,0.003978168905413378,0.730981598961944
0.46301031859705594,0.16140159071178656,90,45,-45,-90,90,0,1468.7107060362541,141487.8766412738,8665.589763719801,6966.873416312212,3332.919139892231,2580.3234875230414,2638.9672031485647,0.24333932048658574,0.30662336228589226,0.3228418456831936,0.12161458221111157,177.0816540399437,0.0012515676837027798,0.22135206754992962
0.6397771074506666,0.14170203943991017,45,-45,-90,0,-45,-45,4149.970548373932,175293.7132658409,10537.675032663134,8574.791818614562,4052.9519356396668,3175.8488217090967,3248.0272040206673,0.278571671276102,0.3090422203779165,0.3423014446241763,0.277646747513756,472.00457375885424,0.002692649753177616,0.5900057171985678
0.6431264066149118,0.13385157629325764,0,-90,-90,90,45,0,1387.5919977515755,172808.57879637709,10723.971525377134,8594.60534117819,4124.604432837359,3183.1871633993296,3255.53232620386,0.3303559303697282,0.2470004996465014,0.35573450647164667,0.09014005230325321,158.48692305571527,0.0009171241622353874,0.19810865381964407
0.6116794696232922,0.24533197965806514,0,0,-90,45,90,-45,1460.9186504777813,166745.51544569668,10443.182322131344,8145.96376717573,4016.608585435132,3017.0236174724923,3085.5923360514125,0.2638986587755677,0.2234982488308063,0.3888592494623292,0.10247202591767707,171.85007833990676,0.0010306128946290759,0.21481259792488344
0.5109227538346741,0.1811774934782519,-45,0,45,-90,45,45,3542.4186537405953,152372.84297527254,8821.277629759998,7465.193811334209,3392.7990883692296,2764.8865967904476,2827.724928535685,0.2606513164929784,0.24610667998953292,0.3326070502327123,0.28241534970972654,422.9228299687767,0.0027755787823517193,0.5286535374609709
0.4695344228012768,0.25045801887517705,-90,0,45,-45,-90,90,2322.5049436439676,146876.18883020923,8952.657769714851,7101.675762895313,3443.329911428789,2630.2502825538195,2690.0286980664064,0.33698207852410406,0.24787073456207087,0.31335582658634836,0.21381752989508943,283.1011045543963,0.0019274812807245755,0.3538763806929953
0.5868466053024314,0.13176414134380962,0,-90,90,90,45,45,4691.949831979341,163860.8810142608,9999.686480897193,8163.500101569041,3846.0332618835355,3023.5185561366816,3092.23488695797,0.2425004112850592,0.3109360326724968,0.34892722258976083,0.3435724574540708,548.4226860322899,0.0033468798815048523,0.6855283575403623
0.5380304987479203,0.17675226080950984,45,-90,-90,0,45,90,900.5438070320397,158002.74255157632,9152.609997923619,7755.863729160089,3520.234614586007,2872.542121911144,2937.8271701363974,0.31857821503937545,0.28492427328379705,0.3746721601684062,0.06628236746066832,106.12795919695925,0.0006716842852415441,0.13265994899619907
0.47440764696895577,0.2171084326275607,-45,0,-90,0,0,0,2801.865383642719,147529.72342280822,8716.605848413987,7142.155020111197,3352.5407109284565,2645.242600041184,2705.36175004212,0.27213699557408705,0.22817039596022287,0.3109859757052733,0.23166312575637293,341.72478883391113,0.0023163114585022003,0.4271559860423889
0.549035382022254,0.2623301696710134,0,-45,45,90,0,0,4633.346886994045,156231.08934245753,9593.441104463021,7692.114908815616,3689.785040178085,2848.931447709487,2913.679889702885,0.24374879568696592,0.23353785960111012,0.34246834916969604,0.34109501078404814,541.0963875645094,0.0034634360538729246,0.6763704844556367
0.4568777042230437,0.1773754505277726,0,45,-90,-90,-45,-90,4568.511472157774,142089.74751719777,8470.248293740651,6903.398916257463,3257.787805284866,2556.8144134286895,2614.9238319157053,0.3317802540209584,0.23556761255419753,0.30177851412624834,0.3801524097922952,553.6560642199689,0.0038965236682749218,0.6920700802749612
0.6318640804157565,0.23266044775866163,0,0,0,-45,0,-90,1204.3814603708356,172534.5586114407,10731.047631928077,8497.711707812214,4127.326012280029,3147.3006325230417,3218.830192353111,0.25396423302095833,0.2830421748168923,0.3033559181647251,0.07349545749894194,136.34192450211992,0.0007902296536960516,0.1704274056276499
0.5017559963200033,0.27947599468251366,45,45,90,-90,0,45,2149.869650434054,146212.04056548487,9133.188701554098,7328.727900772825,3512.7648852131147,2714.343666952898,2776.033295747282,0.29517792837256956,0.2935414025507003,0.34829533632166654,0.1674993201455213,256.19392147856576,0.0017522080978264072,0.3202424018482072
0.5825044568707964,0.2308553738728148,-90,45,0,45,90,90,3286.0463002101333,162976.52955957994,10034.734911103134,8162.3262305537755,3859.513427347359,3023.0837890939906,3091.790238846127,0.26740542074295476,0.3059643910565396,0.32981972981509294,0.24224464440121357,384.15354331754264,0.002357109605632547,0.4801919291469283
0.5123422152178823,0.16193270545565408,45,-90,-90,-90,45,-90,1217.2769814713097,149828.50763242415,9215.629927706583,7488.320187323639,3544.473049117916,2773.4519212309774,2836.4849194407725,0.24651928021846908,0.3140636550806243,0.38451072990054125,0.08676773663687207,146.05235760326124,0.0009747968521556193,0.18256544700407656
0.5540136042355621,0.12439214068017684,0,90,0,-90,0,-90,4856.099774205824,157927.34597553965,9632.509483411033,8035.403650868453,3704.811339773474,2976.075426247575,3043.713504116838,0.2449922485663379,0.24017045573864418,0.36021543061264544,0.37617498912841824,573.0281359957547,0.003628428835146178,0.7162851699946934
0.5593420558686559,0.2766177973021674,45,0,45,45,-45,-90,4616.371979274471,159046.49880544114,9978.42829780988,8098.8547804040645,3837.8570376191847,2999.575844594098,3067.7480228803274,0.25155566988363387,0.2509772484724049,0.34539329617429904,0.34968392196469866,544.1990003450173,0.0034216345812851036,0.6802487504312716
0.48697089110510544,0.12382849395306968,90,-90,90,-90,45,0,1251.2758056551113,147377.9760099556,8621.7712905076,7192.2959698596205,3316.0658809644615,2663.8133221702296,2724.354534037735,0.247136701388938,0.24403228807448307,0.34079353710542964,0.10124115031767775,148.90500788949913,0.0010103613302400107,0.18613125986187393
0.6439169255529118,0.2774463010831559,0,-45,90,90,90,45,1045.1995756744345,172198.316210297,10747.950857767326,8134.853664161083,4133.827252987433,3012.9087645041045,3081.38396369738,0.3160558115519923,0.2558761567466138,0.34972454801895636,0.06793109803665592,116.97072056650661,0.0006792791192200524,0.14621340070813327
0.6050265646722229,0.21520868412489813,90,0,45,-90,90,90,884.3381726371938,165158.53487311245,10270.072470744992,8393.65897798528,3950.027873363458,3108.7625844389927,3179.416279539879,0.28855662022834294,0.31146651074237497,0.3040438831212661,0.05691142978511997,103.19806006925516,0.000624842428812655,0.12899757508656895
0.6378997883128379,0.2890321857323213,-90,90,-90,45,0,-90,4592.49648816484,175501.83303028208,10776.789520663746,8476.252934137094,4144.9190464091325,3139.3529385692937,3210.7018689913234,0.27428920913489796,0.27751125669393617,0.389279335642066,0.301562077431862,524.5069426906726,0.0029886123331838432,0.6556336783633409
0.6289654700855298,0.26378098243925974,-45,-90,90,45,45,-90,1371.3071440795734,173435.6682199268,10421.007559412623,8364.511160150047,4008.0798305433163,3097.967096351869,3168.375439450775,0.28183689101320075,0.2938191897324499,0.3998303155733959,0.0998717636931627,154.3418563800982,0.0008899083906107681,0.19292732047512273
0.5695799957622171,0.29962813989600073,0,-45,45,90,90,0,2373.2821784495964,159389.7005915703,9573.409058787125,7878.406528861229,3682.080407225817,2917.9283440226773,2984.24489729592,0.3328946735572623,0.2690119236126782,0.31814871248586984,0.16872083994723075,280.1312314262718,0.001757524045697889,0.3501640392828398
0.6343748470046233,0.18312812678130783,45,-90,90,0,45,45,2519.8311454340137,173873.1506476951,10636.021616470209,8455.776457423857,4090.777544796234,3131.769058305132,3202.945627812067,0.33107518127381474,0.22288579133361244,0.31203829647746195,0.15238942408555042,291.6258642792791,0.0016772334497473773,0.3645323303490989
0.4676985004103839,0.2580938920076028,45,45,45,90,0,45,3195.5496989610538,144232.56182995214,8654.566578757396,7082.758880906103,3328.679453368229,2623.244029965223,2682.8632124644328,0.3115676480122577,0.22641954859978144,0.3143577463448595,0.27792047752799587,390.70912754630723,0.002708882949794284,0.488386409432884
0.4891965724838291,0.19234756444966358,-45,-45,0,-90,-90,-90,822.8090468634123,148465.2328074102,9093.798781223097,7015.636858859315,3497.614915855037,2598.3840217997463,2657.4382041133767,0.3284682377421688,0.2737923031267886,0.36610270582343674,0.07024026595224679,99.46666738245645,0.0006699660620980878,0.12433333422807057
0.45904545778210765,0.20637761165470359,-45,-90,90,45,-45,0,1520.4137783023218,143352.36230529187,8317.99118643653,6802.082630543976,3199.227379398665,2519.2898631644352,2576.546450963627,0.2719648027587625,0.29187890348200257,0.36614408384507746,0.11868232543874502,186.19223159911033,0.0012988431345315682,0.23274028949888792
0.5150660661526529,0.2329509833793066,0,45,-45,-90,-90,90,4691.706741135167,151420.94762254352,9353.996858839344,7476.773621877566,3597.6910995535936,2769.1754155102094,2832.1112204081687,0.2781109326008283,0.24153305275287315,0.3847924162278411,0.36442252531469255,562.9171228177122,0.0037175643902383373,0.7036464035221403
0.5277354579378964,0.27726188055354095,90,-90,0,0,90,45,4587.8454827085625,155913.45178547263,9687.937649858826,7624.372405090665,3726.1298653303174,2823.8416315150607,2888.0198504131304,0.30137121818542284,0.2921909573992304,0.37518263884262537,0.3404287373341995,544.1687865285314,0.003490197800747009,0.6802109831606643
0.5042698063547792,0.29713502445587314,-90,90,90,-90,-90,0,4015.807913325615,150871.99881262967,8994.57294312898,7415.4132545853345,3459.4511319726844,2746.4493535501238,2808.868657039899,0.30236259472972643,0.30106657734835124,0.344968967336934,0.3131802300205013,483.4324360812664,0.0032042555271084385,0.604290545101583
0.615747501830386,0.25828921449561326,45,45,-90,-45,90,90,587.3056052819695,167804.77315803288,10195.328689040647,8247.283163001479,3921.280265015633,3054.5493196301773,3123.9708950763174,0.2881699838012341,0.26118974783621113,0.3612855361565319,0.037470178316267456,68.30829883722792,0.0004070700585667934,0.0853853735465349
0.5213506653387179,0.19519802079012005,-90,-45,0,-90,-90,90,1971.5304582324595,151459.22228849417,9195.161829108609,7374.7641101365125,3536.600703503311,2731.394114865375,2793.471253839588,0.28006578484379535,0.2946419232844105,0.36882846703680083,0.1536322652097487,236.72733881182788,0.001562977382525562,0.29590917351478485
0.5061869019374762,0.19584426040987263,-90,-90,-90,90,0,0,3325.814309043085,149649.51178941748,9076.343568355422,7294.885937382735,3490.901372444393,2701.8096064380497,2763.214370220733,0.3386180311608695,0.260402995032846,0.35127364702852254,0.2598790625650856,398.6468436472299,0.0026638699911577016,0.4983085545590374
0.5585392166316497,0.25276481428600045,-90,90,0,0,0,90,1738.3559529806405,156904.20448766084,9787.038780830833,7855.637679959014,3764.2456849349355,2909.495437021857,2975.620333317808,0.32211236261177245,0.287835062945502,0.3475650984451637,0.12442549865956688,207.12474794859483,0.0013200713685456618,0.25890593493574354
0.47818484499495256,0.1629798862382944,90,-90,45,0,45,90,4593.140127741997,146527.91052181515,8649.508930463724,7281.92088926728,3326.734204024509,2697.007736765659,2758.3033671466965,0.2834980197888045,0.29639970493195433,0.3645097445642653,0.37691081122616693,555.6318654079867,0.0037919865466536076,0.6945398317599834
0.6104393961508079,0.13988534036365102,90,90,45,90,-90,90,3352.5025782459884,165875.30499570267,10558.552533931796,8048.2621030647815,4060.981743819921,2980.837815949919,3048.5841299487806,0.3127292477239569,0.3191926618308111,0.3557474548975654,0.23349105842861892,384.5224168571632,0.002318141430800233,0.48065302107145397
0.46491012873595416,0.18383198837533976,-45,45,-45,90,-90,0,823.5802279240052,143987.27982897486,8411.74169758024,6957.703707788583,3235.2852683000924,2576.9272991809567,2635.4938287077966,0.26695616932524596,0.2545396662063596,0.36439423053359105,0.06829435621688194,102.88945358244874,0.0007145732158053039,0.12861181697806093
0.6473773873201034,0.1717030184977347,90,-90,45,-45,-45,-45,4590.525149760664,175635.53475163208,10507.647875015322,8466.475072957906,4041.4030288520466,3135.731508502928,3206.9981336961764,0.250016932623733,0.26110407805746116,0.3612854773963364,0.30873973388161513,521.9063723693773,0.0029715306364820207,0.6523829654617217
0.6044489538593315,0.1733354616820782,45,-90,45,-45,90,0,4809.949961793001,168510.78197687544,10419.394009955076,8041.771463451564,4007.4592345981064,2978.433875352431,3046.1255543377138,0.27524310255527407,0.23656200594101714,0.37191965605136545,0.33716902937142945,559.6043421706476,0.003320881522272216,0.6995054277133095
0.4897431363068345,0.16204939518898379,45,45,-90,-90,45,-45,849.7058827627648,148310.48646793963,8535.724481001083,7323.723024202889,3282.9709542311857,2712.4900089640328,2774.137509167761,0.28029728001233944,0.2404073058401807,0.3642803508782876,0.052955743348436876,102.13283286540225,0.0006886420191702383,0.1276660410817528
0.4511044234247205,0.12757677413454513,0,-90,-45,90,-90,-45,2895.621056875917,142046.08065874057,8382.633615765739,6925.294759762406,3224.0898522175917,2564.923985097187,2623.2177120312144,0.24165371245606707,0.2893395002598378,0.35197424864372673,0.25550104388527656,355.48987124028423,0.00250263766231138,0.44436233905035527
0.6130922856909669,0.12321730825201448,-45,0,0,90,-45,-45,1865.139269963767,170914.57753468622,10824.759597672808,8371.762593132375,4163.369076028003,3100.65281227125,3171.1221943683236,0.3214792001635896,0.3117045590154476,0.3681796811284387,0.13339913293730357,217.64893509849827,0.0012734369311144776,0.2720611688731228
0.5913714687695234,0.2977900301524857,0,-90,-90,45,0,45,2267.775844166311,165400.5691836618,10094.65109229029,8232.86631969343,3882.5581124193423,3049.2097480346038,3118.509969580845,0.2759193402389182,0.25946049516612407,0.3449481965185428,0.15569139030991083,264.7049868597272,0.0016003873999115275,0.33088123357465904
0.5958014336081975,0.1969991640724552,0,90,-45,90,0,-45,1308.4304807990384,164836.51968749682,9981.502055693933,8104.6466348618405,3839.039252189974,3001.7209758747554,3069.9419071446364,0.2980418165780147,0.23798444468355412,0.3241671225972601,0.07787620806808868,153.01474769765042,0.0009282818394112023,0.19126843462206303
0.6042540693371892,0.1891787964887427,-90,-90,45,0,0,-90,3101.3244590558566,164541.6239182696,10242.439212478252,8186.37012207468,3939.3996971070196,3031.988934101733,3100.897773513136,0.24739631872709558,0.24850994993829942,0.3001418220133915,0.21891354157393772,360.0711645134267,0.0021883287397982637,0.45008895564178336
0.4648089303468181,0.24233651088475255,90,-45,90,90,-90,-90,4810.907089620007,144960.238682738,8570.087045868886,7245.568047128071,3296.187325334187,2683.5437211585445,2744.5333511848753,0.2574996828750584,0.26550517048081385,0.3559964147145843,0.4000693572081239,580.053239901271,0.004001464437229464,0.7250665498765888
0.5216931457088545,0.15928569981571156,-90,45,90,0,-45,45,2763.826701222241,154714.88897229102,9284.415239559223,7465.649784868541,3570.9289382920088,2765.0554758772373,2827.8976457835383,0.32896937253275604,0.24906503293653684,0.3590655226608641,0.20175439193281638,329.4976207707199,0.0021297085429814832,0.4118720259633999
0.47317381190502594,0.29099301311104053,0,90,-90,90,-45,45,873.1156162751652,144760.3326180337,8777.425190184254,7146.780160711724,3375.9327654554822,2646.9556150784165,2707.1136972392896,0.30086875278828007,0.24335790831218662,0.39720489647757146,0.056970539521881,103.47864015091032,0.0007148273168448036,0.1293483001886379
0.6226206851751187,0.2615421025947994,45,-45,0,0,45,45,3290.0060006483377,170056.11376072603,10315.581546846262,8404.351951491666,3967.5313641716393,3112.722944996913,3183.4666482922976,0.33502840501704856,0.29359844887570796,0.33614783340942755,0.22199571237391424,379.0061827641019,0.0022287124783844864,0.47375772845512737
0.5746596253655116,0.1360939804162067,-90,0,-45,0,-90,45,2031.0034750306565,161400.18011610932,10149.047712671658,7750.145604680195,3903.479889489099,2870.4242980297017,2935.661213894013,0.3398750034391317,0.22078449212406231,0.33941332428283116,0.14349878873990557,235.36917356843873,0.0014582956066041377,0.2942114669605484
0.5161796049705298,0.1951645396412871,45,-90,-45,45,90,45,4351.66335316084,152312.68819648627,9230.92240230225,7200.2609642786165,3550.35477011625,2666.7633201031913,2727.3715773782637,0.27718601153330946,0.2739230527336483,0.320179958134219,0.33526943541891996,517.0133707360937,0.0033944208907214393,0.6462667134201172
0.46271167005720476,0.27824129536118963,90,-90,-90,45,0,90,2456.051667424116,140302.13412280925,8661.559147646727,6894.9269241220545,3331.368902941049,2553.676638563724,2611.7147439856267,0.26988030640832744,0.2993766807029754,0.30705342952373216,0.21413008658821917,301.5993516916603,0.002149641939356848,0.37699918961457535
0.5121964643431325,0.2900517640124538,-45,45,-45,45,0,0,1367.7782402401053,151618.762189327,9052.135162154244,7536.500329288591,3481.5904469824013,2791.2964182550336,2854.7349732153752,0.3258356055159097,0.24662282863174684,0.3772804492861741,0.09819684598180844,165.60500126360498,0.0010922460972001163,0.20700625157950622
0.5150366644053495,0.20413227202497652,0,0,-90,-90,90,-45,1359.9753021101524,153859.920258468,9373.397293413525,7529.9249784444655,3605.152805159048,2788.8611031275796,2852.244310016843,0.33986114270374546,0.2803291510612017,0.3249681064339325,0.10118335213672006,162.3707713946342,0.001055315582653812,0.20296346424329276
0.5959212356676128,0.23041405005792737,45,45,-90,45,-90,90,3959.438813245222,164400.29387346824,10112.496966689394,8272.980380715398,3889.4219102651514,3064.0668076723696,3133.7046896649235,0.30296412342324575,0.2868900105618618,0.3608904861030038,0.28532692519794994,460.31042434925314,0.002799936748918065,0.5753880304365664
0.5775114942710426,0.15006611029657355,-45,90,0,0,0,90,1695.1441923831196,162480.6286356898,9971.77080827654,7879.157906967026,3835.296464721746,2918.2066322100095,2984.5295102147825,0.31951407225115225,0.285502469640509,0.3687773035545482,0.11815525974161767,197.6657446602285,0.0012165496054513056,0.24708218082528563
0.6274425485152653,0.29841035270465577,45,-45,0,0,0,-45,3952.5502737165034,169256.88170240456,10389.344670605116,8640.887635452065,3995.901796386583,3200.328753871135,3273.063498277297,0.31817458588152747,0.26458496341987175,0.3471236687291648,0.2522778237526757,455.2968623972539,0.0026899754847060126,0.5691210779965674
